anime_id,name,genre,type,episodes,rating,members
29505,Suna Asobi,"Adventure, Kids, Music",Special,1,4.37,69
8100,Mardock Scramble: The First Compression,"Action, Psychological, Sci-Fi",Movie,1,7.63,40698
622,Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi",OVA,2,6.71,6327
8554,Hashire Melos,"Drama, Historical",Special,1,5.83,338
6645,Chuu Bra!!,"Comedy, Ecchi, School",TV,12,6.34,32470
3586,Isaku,Hentai,OVA,3,5.78,946
29411,12-gatsu no Uta,Kids,Movie,1,5.15,193
14045,Mangirl!,"Comedy, Slice of Life",TV,13,6.05,19015
1219,Chocotto Sister,"Comedy, Drama, Romance",TV,24,6.91,14380
22745,Brothers Conflict Special,"Harem, Romance, Shoujo",Special,1,6.81,10451
28733,Ginga Tetsudou 999 (ONA),"Adventure, Drama, Sci-Fi, Space",ONA,6,6.47,291
2533,D+vine Luv,Hentai,OVA,4,6.49,2241
4411,Mirai Robo Daltanias,"Comedy, Mecha, Shounen, Space",TV,47,6.86,509
9177,Burning Blood,"Shounen, Sports",OVA,3,6.33,257
8667,Koi Hanabi,"Fantasy, Music",Music,1,6.06,235
24719,Shinrabanshou: Tenchi Shinmei no Shou,"Action, Fantasy, Shounen",ONA,1,5.58,326
30036,Tokai no Butchy,"Music, Romance",Movie,1,6.36,64
1751,Jikuu Bouken Nuumamonjaa,"Action, Comedy, Fantasy",OVA,1,5.37,5348
653,Galaxy Angel 3,"Comedy, Sci-Fi",TV,26,7.44,6244
1287,Odin: Koushi Hansen Starlight,"Action, Adventure, Drama, Sci-Fi",Movie,1,5.26,1408
2527,Kotetsu no Daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2,6.03,1420
10391,Kuragehime: Soreike! Amars Tankentai,"Adventure, Comedy, Josei",Special,6,5.77,6115
21273,Gochuumon wa Usagi Desu ka?,"Comedy, Slice of Life",TV,12,7.6,82999
1339,Cool Devices,Hentai,OVA,11,6.41,3966
10906,Hakoiri Shoujo: Virgin Territory,Hentai,OVA,2,6.02,2971
8494,Kikansha Yaemon: D51 no Daibouken,"Fantasy, Kids",Movie,1,5.31,119
2826,Oz no Mahoutsukai (1986),"Adventure, Fantasy, Kids",TV,52,6.83,1039
29179,Futago no Ookami Daibouken,"Kids, Music",Music,1,4.2,85
25879,Working!!!,"Comedy, Romance, Slice of Life",TV,13,8.18,80763
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TV,12,7.49,99665
3370,Natural: Another,"Hentai, Romance",OVA,2,6.12,1059
9689,Agukaru,"Magic, Slice of Life, Supernatural",ONA,5,5.21,955
2788,Stratosphera no Yousei,"Drama, Hentai, Romance, Sci-Fi",OVA,3,5.83,1745
3001,Moyashimon,"Comedy, School, Supernatural",TV,11,7.69,44465
5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,28653
10802,MonHun Nikki Girigiri Airou Mura G,"Action, Comedy",TV,13,6.46,311
3382,Korashime,Hentai,OVA,2,6.07,1419
8935,Nekketsu Uchuujin,"Comedy, Sci-Fi",ONA,1,5.37,832
